Record.ID,e,word,accuracy,cognate,diff
BUBA085,eng,abacus,1,1,6
BUBA089,eng,comb,0,0,1
BUBA089,eng,flower,0,1,1
BUBA089,eng,helicopter,0,1,2
BUBA089,eng,broom,1,0,2
BUBA089,eng,octopus,0,0,2
BUBA089,eng,mushroom,0,0,2
BUBA089,eng,hanger,0,0,2
BUBA089,eng,wheelchair,0,0,2
BUBA089,eng,camel,0,1,2
BUBA089,eng,mask,1,1,2
BUBA089,eng,racquet,0,1,3
BUBA089,eng,snail,0,0,3
BUBA089,eng,volcano,0,1,3
BUBA089,eng,seahorse,0,0,3
BUBA089,eng,dart,1,1,3
BUBA089,eng,canoe,1,1,3
BUBA089,eng,wreath,1,0,3
BUBA089,eng,beaver,1,0,3
BUBA089,eng,harmonica,0,1,3
BUBA089,eng,rhinoceros,0,1,4
BUBA089,eng,acorn,0,0,4
BUBA089,eng,igloo,0,1,4
BUBA089,eng,stilts,1,0,4
BUBA089,eng,dominos,1,1,4
BUBA089,eng,harp,1,1,4
BUBA089,eng,hammock,0,1,4
BUBA089,eng,knocker,1,0,4
BUBA089,eng,pyramid,0,1,5
BUBA089,eng,muzzle,1,0,5
BUBA089,eng,unicorn,0,1,5
BUBA089,eng,funnel,1,0,5
BUBA089,eng,accordion,0,1,5
BUBA089,eng,noose,0,0,5
BUBA089,eng,asparagus,0,1,5
BUBA089,eng,compass,0,1,5
BUBA089,eng,latch,0,0,6
BUBA089,eng,tripod,0,1,6
BUBA089,eng,scroll,1,0,6
BUBA089,eng,tongs,0,0,6
BUBA089,eng,sphinx,0,1,6
BUBA089,eng,yoke,1,0,6
BUBA089,eng,trellis,0,0,6
BUBA089,eng,protractor,0,0,6
BUBA089,eng,abacus,0,1,6
BUBA090,eng,comb,1,0,1
BUBA090,eng,flower,1,1,1
BUBA090,eng,helicopter,1,1,2
BUBA090,eng,broom,1,0,2
BUBA090,eng,octopus,1,0,2
BUBA090,eng,mushroom,1,0,2
BUBA090,eng,hanger,1,0,2
BUBA090,eng,wheelchair,1,0,2
BUBA090,eng,camel,1,1,2
BUBA090,eng,mask,1,1,2
BUBA090,eng,racquet,1,1,3
BUBA090,eng,snail,1,0,3
BUBA090,eng,volcano,1,1,3
BUBA090,eng,seahorse,1,0,3
BUBA090,eng,dart,1,1,3
BUBA090,eng,canoe,1,1,3
BUBA090,eng,wreath,1,0,3
BUBA090,eng,beaver,1,0,3
BUBA090,eng,harmonica,1,1,3
BUBA090,eng,rhinoceros,1,1,4
BUBA090,eng,acorn,1,0,4
BUBA090,eng,igloo,1,1,4
BUBA090,eng,stilts,1,0,4
BUBA090,eng,dominos,1,1,4
BUBA090,eng,harp,1,1,4
BUBA090,eng,hammock,1,1,4
BUBA090,eng,knocker,1,0,4
BUBA090,eng,pyramid,1,1,5
BUBA090,eng,muzzle,1,0,5
BUBA090,eng,unicorn,1,1,5
BUBA090,eng,funnel,1,0,5
BUBA090,eng,accordion,1,1,5
BUBA090,eng,noose,1,0,5
BUBA090,eng,asparagus,1,1,5
BUBA090,eng,compass,0,1,5
BUBA090,eng,latch,1,0,6
BUBA090,eng,tripod,0,1,6
BUBA090,eng,scroll,1,0,6
BUBA090,eng,tongs,1,0,6
BUBA090,eng,sphinx,1,1,6
BUBA090,eng,yoke,0,0,6
BUBA090,eng,trellis,1,0,6
BUBA090,eng,protractor,0,0,6
BUBA090,eng,abacus,1,1,6
BUBA091,eng,comb,0,0,1
BUBA091,eng,flower,0,1,1
BUBA091,eng,helicopter,0,1,2
BUBA091,eng,broom,0,0,2
BUBA091,eng,octopus,0,0,2
BUBA091,eng,mushroom,0,0,2
BUBA091,eng,hanger,0,0,2
BUBA091,eng,wheelchair,0,0,2
BUBA091,eng,camel,0,1,2
BUBA091,eng,mask,0,1,2
BUBA091,eng,racquet,0,1,3
BUBA091,eng,snail,0,0,3
BUBA091,eng,volcano,0,1,3
BUBA091,eng,seahorse,0,0,3
BUBA091,eng,dart,0,1,3
BUBA091,eng,canoe,0,1,3
BUBA091,eng,wreath,0,0,3
BUBA091,eng,beaver,0,0,3
BUBA091,eng,harmonica,0,1,3
BUBA091,eng,rhinoceros,0,1,4
BUBA091,eng,acorn,0,0,4
BUBA091,eng,igloo,0,1,4
BUBA091,eng,stilts,0,0,4
BUBA091,eng,dominos,0,1,4
BUBA091,eng,harp,0,1,4
BUBA091,eng,hammock,0,1,4
BUBA091,eng,knocker,0,0,4
BUBA091,eng,pyramid,0,1,5
BUBA091,eng,muzzle,0,0,5
BUBA091,eng,unicorn,0,1,5
BUBA091,eng,funnel,0,0,5
BUBA091,eng,accordion,0,1,5
BUBA091,eng,noose,0,0,5
BUBA091,eng,asparagus,0,1,5
BUBA091,eng,compass,0,1,5
BUBA091,eng,latch,0,0,6
BUBA091,eng,tripod,0,1,6
BUBA091,eng,scroll,0,0,6
BUBA091,eng,tongs,0,0,6
BUBA091,eng,sphinx,0,1,6
BUBA091,eng,yoke,0,0,6
BUBA091,eng,trellis,0,0,6
BUBA091,eng,protractor,0,0,6
BUBA091,eng,abacus,0,1,6
BUBA092,eng,comb,0,0,1
BUBA092,eng,flower,1,1,1
BUBA092,eng,helicopter,1,1,2
BUBA092,eng,broom,1,0,2
BUBA092,eng,octopus,0,0,2
BUBA092,eng,mushroom,1,0,2
BUBA092,eng,hanger,1,0,2
BUBA092,eng,wheelchair,1,0,2
BUBA092,eng,camel,1,1,2
BUBA092,eng,mask,1,1,2
BUBA092,eng,racquet,1,1,3
BUBA092,eng,snail,1,0,3
BUBA092,eng,volcano,0,1,3
BUBA092,eng,seahorse,1,0,3
BUBA092,eng,dart,0,1,3
BUBA092,eng,canoe,0,1,3
BUBA092,eng,wreath,0,0,3
BUBA092,eng,beaver,0,0,3
BUBA092,eng,harmonica,0,1,3
BUBA092,eng,rhinoceros,0,1,4
BUBA092,eng,acorn,0,0,4
BUBA092,eng,igloo,0,1,4
BUBA092,eng,stilts,0,0,4
BUBA092,eng,dominos,0,1,4
BUBA092,eng,harp,1,1,4
BUBA092,eng,hammock,0,1,4
BUBA092,eng,knocker,0,0,4
BUBA092,eng,pyramid,1,1,5
BUBA092,eng,muzzle,0,0,5
BUBA092,eng,unicorn,1,1,5
BUBA092,eng,funnel,0,0,5
BUBA092,eng,accordion,1,1,5
BUBA092,eng,noose,0,0,5
BUBA092,eng,asparagus,0,1,5
BUBA092,eng,compass,0,1,5
BUBA092,eng,latch,0,0,6
BUBA092,eng,tripod,1,1,6
BUBA092,eng,scroll,0,0,6
BUBA092,eng,tongs,0,0,6
BUBA092,eng,sphinx,0,1,6
BUBA092,eng,yoke,0,0,6
BUBA092,eng,trellis,0,0,6
BUBA092,eng,protractor,0,0,6
BUBA092,eng,abacus,0,1,6
BUBA094,eng,comb,1,0,1
BUBA094,eng,flower,1,1,1
BUBA094,eng,helicopter,1,1,2
BUBA094,eng,broom,1,0,2
BUBA094,eng,octopus,1,0,2
BUBA094,eng,mushroom,1,0,2
BUBA094,eng,hanger,1,0,2
BUBA094,eng,wheelchair,1,0,2
BUBA094,eng,camel,1,1,2
BUBA094,eng,mask,1,1,2
BUBA094,eng,racquet,1,1,3
BUBA094,eng,snail,1,0,3
BUBA094,eng,volcano,1,1,3
BUBA094,eng,seahorse,1,0,3
BUBA094,eng,dart,1,1,3
BUBA094,eng,canoe,1,1,3
BUBA094,eng,wreath,0,0,3
BUBA094,eng,beaver,0,0,3
BUBA094,eng,harmonica,1,1,3
BUBA094,eng,rhinoceros,1,1,4
BUBA094,eng,acorn,1,0,4
BUBA094,eng,igloo,1,1,4
BUBA094,eng,stilts,1,0,4
BUBA094,eng,dominos,1,1,4
BUBA094,eng,harp,1,1,4
BUBA094,eng,hammock,1,1,4
BUBA094,eng,knocker,1,0,4
BUBA094,eng,pyramid,1,1,5
BUBA094,eng,muzzle,0,0,5
BUBA094,eng,unicorn,1,1,5
BUBA094,eng,funnel,1,0,5
BUBA094,eng,accordion,1,1,5
BUBA094,eng,noose,1,0,5
BUBA094,eng,asparagus,1,1,5
BUBA094,eng,compass,0,1,5
BUBA094,eng,latch,1,0,6
BUBA094,eng,tripod,1,1,6
BUBA094,eng,scroll,1,0,6
BUBA094,eng,tongs,0,0,6
BUBA094,eng,sphinx,0,1,6
BUBA094,eng,yoke,0,0,6
BUBA094,eng,trellis,1,0,6
BUBA094,eng,protractor,1,0,6
BUBA094,eng,abacus,0,1,6
BUBA096,eng,comb,1,0,1
BUBA096,eng,flower,1,1,1
BUBA096,eng,helicopter,0,1,2
BUBA096,eng,broom,0,0,2
BUBA096,eng,octopus,0,0,2
BUBA096,eng,mushroom,0,0,2
BUBA096,eng,hanger,0,0,2
BUBA096,eng,wheelchair,0,0,2
BUBA096,eng,camel,0,1,2
BUBA096,eng,mask,0,1,2
BUBA096,eng,racquet,1,1,3
BUBA096,eng,snail,0,0,3
BUBA096,eng,volcano,0,1,3
BUBA096,eng,seahorse,0,0,3
BUBA096,eng,dart,0,1,3
BUBA096,eng,canoe,1,1,3
BUBA096,eng,wreath,0,0,3
BUBA096,eng,beaver,0,0,3
BUBA096,eng,harmonica,0,1,3
BUBA096,eng,rhinoceros,0,1,4
BUBA096,eng,acorn,0,0,4
BUBA096,eng,igloo,0,1,4
BUBA096,eng,stilts,0,0,4
BUBA096,eng,dominos,0,1,4
BUBA096,eng,harp,0,1,4
BUBA096,eng,hammock,0,1,4
BUBA096,eng,knocker,0,0,4
BUBA096,eng,pyramid,0,1,5
BUBA096,eng,muzzle,0,0,5
BUBA096,eng,unicorn,0,1,5
BUBA096,eng,funnel,0,0,5
BUBA096,eng,accordion,0,1,5
BUBA096,eng,noose,0,0,5
BUBA096,eng,asparagus,0,1,5
BUBA096,eng,compass,0,1,5
BUBA096,eng,latch,0,0,6
BUBA096,eng,tripod,0,1,6
BUBA096,eng,scroll,0,0,6
BUBA096,eng,tongs,0,0,6
BUBA096,eng,sphinx,0,1,6
BUBA096,eng,yoke,0,0,6
BUBA096,eng,trellis,0,0,6
BUBA096,eng,protractor,0,0,6
BUBA096,eng,abacus,0,1,6
BUBA097,eng,comb,1,0,1
BUBA097,eng,flower,1,1,1
BUBA097,eng,helicopter,1,1,2
BUBA097,eng,broom,1,0,2
BUBA097,eng,octopus,1,0,2
BUBA097,eng,mushroom,1,0,2
BUBA097,eng,hanger,1,0,2
BUBA097,eng,wheelchair,1,0,2
BUBA097,eng,camel,1,1,2
BUBA097,eng,mask,1,1,2
BUBA097,eng,racquet,1,1,3
BUBA097,eng,snail,1,0,3
BUBA097,eng,volcano,1,1,3
BUBA097,eng,seahorse,1,0,3
BUBA097,eng,dart,1,1,3
BUBA097,eng,canoe,1,1,3
BUBA097,eng,wreath,1,0,3
BUBA097,eng,beaver,1,0,3
BUBA097,eng,harmonica,1,1,3
BUBA097,eng,rhinoceros,1,1,4
BUBA097,eng,acorn,1,0,4
BUBA097,eng,igloo,1,1,4
BUBA097,eng,stilts,1,0,4
BUBA097,eng,dominos,1,1,4
BUBA097,eng,harp,1,1,4
BUBA097,eng,hammock,1,1,4
BUBA097,eng,knocker,1,0,4
BUBA097,eng,pyramid,1,1,5
BUBA097,eng,muzzle,1,0,5
BUBA097,eng,unicorn,1,1,5
BUBA097,eng,funnel,1,0,5
BUBA097,eng,accordion,0,1,5
BUBA097,eng,noose,1,0,5
BUBA097,eng,asparagus,0,1,5
BUBA097,eng,compass,1,1,5
BUBA097,eng,latch,1,0,6
BUBA097,eng,tripod,0,1,6
BUBA097,eng,scroll,0,0,6
BUBA097,eng,tongs,1,0,6
BUBA097,eng,sphinx,0,1,6
BUBA097,eng,yoke,0,0,6
BUBA097,eng,trellis,0,0,6
BUBA097,eng,protractor,0,0,6
BUBA097,eng,abacus,0,1,6
BUBA098,eng,comb,1,0,1
BUBA098,eng,flower,1,1,1
BUBA098,eng,helicopter,1,1,2
BUBA098,eng,broom,1,0,2
BUBA098,eng,octopus,1,0,2
BUBA098,eng,mushroom,1,0,2
BUBA098,eng,hanger,1,0,2
BUBA098,eng,wheelchair,1,0,2
BUBA098,eng,camel,1,1,2
BUBA098,eng,mask,1,1,2
BUBA098,eng,racquet,1,1,3
BUBA098,eng,snail,1,0,3
BUBA098,eng,volcano,1,1,3
BUBA098,eng,seahorse,1,0,3
BUBA098,eng,dart,1,1,3
BUBA098,eng,canoe,1,1,3
BUBA098,eng,wreath,1,0,3
BUBA098,eng,beaver,1,0,3
BUBA098,eng,harmonica,1,1,3
BUBA098,eng,rhinoceros,1,1,4
BUBA098,eng,acorn,0,0,4
BUBA098,eng,igloo,1,1,4
BUBA098,eng,stilts,1,0,4
BUBA098,eng,dominos,1,1,4
BUBA098,eng,harp,1,1,4
BUBA098,eng,hammock,1,1,4
BUBA098,eng,knocker,1,0,4
BUBA098,eng,pyramid,1,1,5
BUBA098,eng,muzzle,1,0,5
BUBA098,eng,unicorn,1,1,5
BUBA098,eng,funnel,1,0,5
BUBA098,eng,accordion,0,1,5
BUBA098,eng,noose,1,0,5
BUBA098,eng,asparagus,1,1,5
BUBA098,eng,compass,1,1,5
BUBA098,eng,latch,1,0,6
BUBA098,eng,tripod,1,1,6
BUBA098,eng,scroll,1,0,6
BUBA098,eng,tongs,1,0,6
BUBA098,eng,sphinx,0,1,6
BUBA098,eng,yoke,1,0,6
BUBA098,eng,trellis,0,0,6
BUBA098,eng,protractor,0,0,6
BUBA098,eng,abacus,1,1,6
BUBA102,eng,comb,1,0,1
BUBA102,eng,flower,1,1,1
BUBA102,eng,helicopter,1,1,2
BUBA102,eng,broom,0,0,2
BUBA102,eng,octopus,0,0,2
BUBA102,eng,mushroom,0,0,2
BUBA102,eng,hanger,1,0,2
BUBA102,eng,wheelchair,0,0,2
BUBA102,eng,camel,1,1,2
BUBA102,eng,mask,1,1,2
BUBA102,eng,racquet,1,1,3
BUBA102,eng,snail,0,0,3
BUBA102,eng,volcano,1,1,3
BUBA102,eng,seahorse,0,0,3
BUBA102,eng,dart,0,1,3
BUBA102,eng,canoe,0,1,3
BUBA102,eng,wreath,0,0,3
BUBA102,eng,beaver,0,0,3
BUBA102,eng,harmonica,0,1,3
BUBA102,eng,rhinoceros,0,1,4
BUBA102,eng,acorn,0,0,4
BUBA102,eng,igloo,1,1,4
BUBA102,eng,stilts,0,0,4
BUBA102,eng,dominos,1,1,4
BUBA102,eng,harp,0,1,4
BUBA102,eng,hammock,0,1,4
BUBA102,eng,knocker,0,0,4
BUBA102,eng,pyramid,0,1,5
BUBA102,eng,muzzle,0,0,5
BUBA102,eng,unicorn,0,1,5
BUBA102,eng,funnel,0,0,5
BUBA102,eng,accordion,0,1,5
BUBA102,eng,noose,0,0,5
BUBA102,eng,asparagus,0,1,5
BUBA102,eng,compass,0,1,5
BUBA102,eng,latch,0,0,6
BUBA102,eng,tripod,1,1,6
BUBA102,eng,scroll,0,0,6
BUBA102,eng,tongs,0,0,6
BUBA102,eng,sphinx,0,1,6
BUBA102,eng,yoke,0,0,6
BUBA102,eng,trellis,0,0,6
BUBA102,eng,protractor,0,0,6
BUBA102,eng,abacus,0,1,6
BUBA108,eng,comb,1,0,1
BUBA108,eng,flower,1,1,1
BUBA108,eng,helicopter,0,1,2
BUBA108,eng,broom,1,0,2
BUBA108,eng,octopus,1,0,2
BUBA108,eng,mushroom,0,0,2
BUBA108,eng,hanger,1,0,2
BUBA108,eng,wheelchair,0,0,2
BUBA108,eng,camel,1,1,2
BUBA108,eng,mask,1,1,2
BUBA108,eng,racquet,0,1,3
BUBA108,eng,snail,1,0,3
BUBA108,eng,volcano,1,1,3
BUBA108,eng,seahorse,0,0,3
BUBA108,eng,dart,0,1,3
BUBA108,eng,canoe,0,1,3
BUBA108,eng,wreath,0,0,3
BUBA108,eng,beaver,0,0,3
BUBA108,eng,harmonica,0,1,3
BUBA108,eng,rhinoceros,0,1,4
BUBA108,eng,acorn,1,0,4
BUBA108,eng,igloo,1,1,4
BUBA108,eng,stilts,0,0,4
BUBA108,eng,dominos,0,1,4
BUBA108,eng,harp,0,1,4
BUBA108,eng,hammock,0,1,4
BUBA108,eng,knocker,0,0,4
BUBA108,eng,pyramid,0,1,5
BUBA108,eng,muzzle,0,0,5
BUBA108,eng,unicorn,1,1,5
BUBA108,eng,funnel,0,0,5
BUBA108,eng,accordion,0,1,5
BUBA108,eng,noose,0,0,5
BUBA108,eng,asparagus,0,1,5
BUBA108,eng,compass,0,1,5
BUBA108,eng,latch,0,0,6
BUBA108,eng,tripod,0,1,6
BUBA108,eng,scroll,0,0,6
BUBA108,eng,tongs,0,0,6
BUBA108,eng,sphinx,0,1,6
BUBA108,eng,yoke,0,0,6
BUBA108,eng,trellis,0,0,6
BUBA108,eng,protractor,0,0,6
BUBA108,eng,abacus,0,1,6
BUBA109,eng,comb,1,0,1
BUBA109,eng,flower,1,1,1
BUBA109,eng,helicopter,0,1,2
BUBA109,eng,broom,1,0,2
BUBA109,eng,octopus,1,0,2
BUBA109,eng,mushroom,1,0,2
BUBA109,eng,hanger,1,0,2
BUBA109,eng,wheelchair,0,0,2
BUBA109,eng,camel,1,1,2
BUBA109,eng,mask,1,1,2
BUBA109,eng,racquet,1,1,3
BUBA109,eng,snail,1,0,3
BUBA109,eng,volcano,1,1,3
BUBA109,eng,seahorse,0,0,3
BUBA109,eng,dart,0,1,3
BUBA109,eng,canoe,1,1,3
BUBA109,eng,wreath,0,0,3
BUBA109,eng,beaver,1,0,3
BUBA109,eng,harmonica,1,1,3
BUBA109,eng,rhinoceros,1,1,4
BUBA109,eng,acorn,0,0,4
BUBA109,eng,igloo,0,1,4
BUBA109,eng,stilts,0,0,4
BUBA109,eng,dominos,0,1,4
BUBA109,eng,harp,1,1,4
BUBA109,eng,hammock,0,1,4
BUBA109,eng,knocker,0,0,4
BUBA109,eng,pyramid,0,1,5
BUBA109,eng,muzzle,0,0,5
BUBA109,eng,unicorn,0,1,5
BUBA109,eng,funnel,1,0,5
BUBA109,eng,accordion,0,1,5
BUBA109,eng,noose,1,0,5
BUBA109,eng,asparagus,0,1,5
BUBA109,eng,compass,0,1,5
BUBA109,eng,latch,0,0,6
BUBA109,eng,tripod,0,1,6
BUBA109,eng,scroll,0,0,6
BUBA109,eng,tongs,0,0,6
BUBA109,eng,sphinx,0,1,6
BUBA109,eng,yoke,0,0,6
BUBA109,eng,trellis,0,0,6
BUBA109,eng,protractor,0,0,6
BUBA109,eng,abacus,0,1,6
BUBA112,eng,comb,0,0,1
BUBA112,eng,flower,1,1,1
BUBA112,eng,helicopter,1,1,2
BUBA112,eng,broom,0,0,2
BUBA112,eng,octopus,1,0,2
BUBA112,eng,mushroom,1,0,2
BUBA112,eng,hanger,0,0,2
BUBA112,eng,wheelchair,1,0,2
BUBA112,eng,camel,1,1,2
BUBA112,eng,mask,1,1,2
BUBA112,eng,racquet,1,1,3
BUBA112,eng,snail,1,0,3
BUBA112,eng,volcano,0,1,3
BUBA112,eng,seahorse,1,0,3
BUBA112,eng,dart,1,1,3
BUBA112,eng,canoe,0,1,3
BUBA112,eng,wreath,0,0,3
BUBA112,eng,beaver,0,0,3
BUBA112,eng,harmonica,0,1,3
BUBA112,eng,rhinoceros,0,1,4
BUBA112,eng,acorn,0,0,4
BUBA112,eng,igloo,1,1,4
BUBA112,eng,stilts,0,0,4
BUBA112,eng,dominos,0,1,4
BUBA112,eng,harp,0,1,4
BUBA112,eng,hammock,1,1,4
BUBA112,eng,knocker,0,0,4
BUBA112,eng,pyramid,0,1,5
BUBA112,eng,muzzle,0,0,5
BUBA112,eng,unicorn,1,1,5
BUBA112,eng,funnel,0,0,5
BUBA112,eng,accordion,0,1,5
BUBA112,eng,noose,0,0,5
BUBA112,eng,asparagus,1,1,5
BUBA112,eng,compass,0,1,5
BUBA112,eng,latch,0,0,6
BUBA112,eng,tripod,0,1,6
BUBA112,eng,scroll,0,0,6
BUBA112,eng,tongs,0,0,6
BUBA112,eng,sphinx,0,1,6
BUBA112,eng,yoke,0,0,6
BUBA112,eng,trellis,0,0,6
BUBA112,eng,protractor,0,0,6
BUBA112,eng,abacus,0,1,6
BUBA113,eng,comb,1,0,1
BUBA113,eng,flower,1,1,1
BUBA113,eng,helicopter,1,1,2
BUBA113,eng,broom,1,0,2
BUBA113,eng,octopus,1,0,2
BUBA113,eng,mushroom,1,0,2
BUBA113,eng,hanger,1,0,2
BUBA113,eng,wheelchair,1,0,2
BUBA113,eng,camel,1,1,2
BUBA113,eng,mask,1,1,2
BUBA113,eng,racquet,1,1,3
BUBA113,eng,snail,1,0,3
BUBA113,eng,volcano,1,1,3
BUBA113,eng,seahorse,1,0,3
BUBA113,eng,dart,1,1,3
BUBA113,eng,canoe,1,1,3
BUBA113,eng,wreath,1,0,3
BUBA113,eng,beaver,1,0,3
BUBA113,eng,harmonica,1,1,3
BUBA113,eng,rhinoceros,1,1,4
BUBA113,eng,acorn,1,0,4
BUBA113,eng,igloo,1,1,4
BUBA113,eng,stilts,1,0,4
BUBA113,eng,dominos,1,1,4
BUBA113,eng,harp,1,1,4
BUBA113,eng,hammock,1,1,4
BUBA113,eng,knocker,1,0,4
BUBA113,eng,pyramid,1,1,5
BUBA113,eng,muzzle,0,0,5
BUBA113,eng,unicorn,1,1,5
BUBA113,eng,funnel,1,0,5
BUBA113,eng,accordion,1,1,5
BUBA113,eng,noose,1,0,5
BUBA113,eng,asparagus,1,1,5
BUBA113,eng,compass,0,1,5
BUBA113,eng,latch,1,0,6
BUBA113,eng,tripod,1,1,6
BUBA113,eng,scroll,1,0,6
BUBA113,eng,tongs,1,0,6
BUBA113,eng,sphinx,0,1,6
BUBA113,eng,yoke,0,0,6
BUBA113,eng,trellis,0,0,6
BUBA113,eng,protractor,0,0,6
BUBA113,eng,abacus,0,1,6